"","yearsold","mileage","price"
"2612",5,124600,8998
"2613",5,30786,9400
"2614",5,79771,9499
"2615",5,102232,9954
"2616",5,55243,9990
"2617",5,57127,10998
"2618",5,53000,11000
"2619",5,58070,11997
"2620",5,46233,12998
"2621",5,59721,15240
"2622",5,58026,15900
"2623",5,51395,15900
"2624",5,74861,17995
"2625",5,84900,20985
"2626",5,98450,20999
"2627",5,41636,22795
"2628",5,31233,23677
"2629",5,30257,33900
"2630",5,37172,8490
"2631",5,33916,8890
"2632",5,99354,8998
"2633",5,122377,11500
"2634",4,28838,8995
"2635",4,32496,9900
"2636",4,114614,10801
"2637",4,34083,10950
"2638",4,96630,10998
"2639",4,40202,10998
"2640",4,41097,10998
"2641",4,35845,11199
"2642",4,59985,11400
"2643",4,64577,11499
"2644",4,40938,11998
"2645",4,35029,12499
"2646",4,64162,12688
"2647",4,116986,12991
"2648",4,91711,12998
"2649",4,54359,12998
"2650",4,30049,13490
"2651",4,41074,13991
"2652",4,32367,14254
"2653",4,31539,14998
"2654",4,59434,15276
"2655",4,46872,15598
"2656",4,46959,15790
"2657",4,33680,16498
"2658",4,22971,16998
"2659",4,44975,16999
"2660",4,30949,17998
"2661",4,21215,18300
"2662",4,36603,18990
"2663",4,36537,19498
"2664",4,29669,21998
"2665",4,27219,21999
"2666",4,55833,23183
"2667",4,36905,23998
"2668",4,23339,26498
"2669",4,43668,26800
"2670",4,47056,33988
"2671",4,23625,8995
"2672",4,32022,8995
"2673",4,23949,9910
"2674",4,58377,9995
"2675",4,22508,10495
"2676",4,84144,10499
"2677",4,31564,11494
"2678",4,36898,11499
"2679",4,12058,11800
"2680",4,35870,11900
"2681",4,60289,11995
"2682",4,43419,12490
"2683",4,66685,12495
"2684",4,27399,12499
"2685",4,76726,12995
"2686",4,39938,12998
"2687",4,31590,13450
"2688",4,39476,13900
"2689",4,43123,13900
"2690",4,30370,13900
"2691",4,57113,13975
"2692",4,51075,13995
"2693",4,37029,14490
"2694",4,45756,14990
"2695",4,83486,14998
"2696",4,11623,15800
"2697",4,24092,15800
"2698",4,41334,15980
"2699",4,39004,15990
"2700",4,55364,16900
"2701",4,24117,16900
"2702",4,34879,16900
"2703",4,44170,16900
"2704",4,33014,17800
"2705",4,111618,17900
"2706",4,44084,17988
"2707",4,887,18500
"2708",4,54312,18538
"2709",4,35484,21739
"2710",4,65926,21988
"2711",4,10420,26249
"2712",4,9296,27727
"2713",4,46077,32900
"2714",4,31855,11598
"2715",4,55740,11795
"2716",4,33494,11998
"2717",4,84648,12598
"2718",4,56443,13998
"2719",4,38475,14990
"2720",4,30887,14998
"2721",4,26998,14998
"2722",4,36962,15595
"2723",4,12752,16995
"2724",4,60037,19995
"2725",3,34462,9990
"2726",3,67623,10500
"2727",3,71374,11500
"2728",3,32931,12988
"2729",3,31144,13498
"2730",3,9752,13500
"2731",3,29012,13700
"2732",3,34869,13980
"2734",3,32234,13998
"2735",3,19406,13998
"2736",3,26793,14498
"2737",3,44204,14498
"2738",3,38903,14598
"2739",3,33587,14694
"2740",3,34624,14985
"2741",3,43397,14998
"2742",3,27834,14998
"2743",3,28502,15444
"2744",3,32402,15598
"2745",3,55298,15795
"2746",3,30531,15900
"2747",3,14307,15985
"2748",3,32072,15998
"2749",3,46039,15999
"2750",3,36202,16498
"2751",3,40283,16498
"2752",3,12548,16598
"2753",3,19835,16744
"2754",3,63467,17259
"2755",3,37238,17498
"2756",3,22505,17870
"2757",3,28848,17998
"2758",3,23170,17998
"2759",3,41809,18498
"2760",3,38882,18500
"2761",3,40393,18598
"2762",3,4121,18900
"2763",3,19736,18990
"2764",3,29753,19324
"2765",3,14373,19494
"2766",3,25772,19498
"2767",3,43868,19788
"2768",3,27883,19886
"2769",3,20377,19900
"2770",3,61811,19998
"2771",3,32234,19998
"2772",3,9863,20498
"2773",3,66830,20499
"2774",3,23983,20786
"2775",3,26646,20800
"2776",3,33553,20998
"2777",3,64545,20998
"2778",3,3964,21300
"2779",3,33735,21498
"2780",3,25639,21800
"2781",3,28515,21800
"2782",3,9581,22998
"2783",3,22148,24990
"2784",3,38433,25498
"2785",3,18835,25988
"2786",3,36877,25998
"2787",3,23560,27499
"2788",3,29416,27886
"2789",3,63689,33998
"2790",3,41735,34499
"2791",3,21083,34900
"2792",3,53790,6495
"2793",3,47179,6988
"2794",3,33603,6995
"2795",3,37012,6995
"2796",3,65595,8495
"2797",3,43933,8795
"2798",3,52010,8995
"2799",3,48323,8995
"2800",3,33659,9992
"2801",3,33785,9995
"2802",3,28184,9995
"2803",3,44873,9998
"2804",3,63532,9999
"2805",3,10089,10490
"2806",3,43637,10495
"2807",3,20464,10990
"2808",3,22487,10991
"2809",3,16742,10995
"2810",3,15938,11491
"2811",3,56090,11979
"2812",3,31328,11995
"2813",3,24403,12300
"2814",3,35728,12500
"2815",3,35292,12600
"2816",3,35356,12800
"2817",3,34752,12900
"2818",3,35773,12900
"2819",3,44597,12950
"2820",3,32010,13171
"2821",3,31629,13400
"2822",3,37511,13489
"2823",3,41651,13500
"2824",3,37941,13500
"2825",3,42965,13500
"2826",3,40471,13500
"2827",3,41322,13563
"2828",3,24669,13698
"2829",3,28236,13700
"2830",3,35266,13888
"2831",3,42700,13900
"2832",3,31000,13985
"2833",3,85858,13998
"2834",3,28246,14400
"2835",3,25500,14485
"2836",3,33554,14489
"2837",3,54853,14495
"2838",3,42089,14500
"2839",3,43414,14588
"2840",3,23300,14627
"2841",3,14677,14698
"2842",3,21990,14800
"2843",3,28489,14877
"2844",3,8522,14877
"2845",3,38275,14900
"2846",3,35437,14900
"2847",3,19825,14985
"2848",3,28000,14985
"2849",3,30585,14990
"2850",3,36991,14991
"2851",3,20260,14995
"2852",3,14709,15200
"2853",3,11177,15200
"2854",3,35276,15398
"2855",3,13304,15400
"2856",3,38935,15402
"2857",3,81581,15488
"2858",3,44440,15491
"2859",3,43687,15499
"2860",3,25719,15900
"2861",3,43185,15900
"2862",3,36078,15900
"2863",3,28456,15900
"2864",3,44355,15939
"2865",3,20425,15985
"2866",3,8435,15990
"2867",3,24358,15998
"2868",3,25968,16500
"2869",3,38056,16500
"2870",3,44035,16500
"2871",3,29055,16691
"2872",3,31383,16899
"2873",3,35719,16900
"2874",3,42030,16900
"2875",3,46068,16900
"2876",3,44627,16900
"2877",3,29437,16900
"2878",3,45347,17499
"2879",3,40032,17900
"2880",3,37912,17900
"2881",3,38038,17900
"2882",3,28475,17900
"2883",3,31717,17900
"2884",3,31793,17998
"2885",3,23727,17998
"2886",3,13890,18490
"2887",3,11423,18900
"2888",3,29970,18900
"2889",3,28179,19500
"2890",3,8018,19500
"2891",3,46812,19998
"2892",3,28766,20499
"2893",3,10206,20800
"2894",3,24883,20800
"2895",3,6743,20875
"2896",3,42166,20900
"2897",3,79400,20985
"2898",3,36132,20999
"2899",3,33689,21464
"2900",3,30801,21490
"2901",3,67384,21495
"2902",3,48971,21495
"2903",3,41965,21495
"2904",3,44401,21496
"2905",3,53240,21890
"2906",3,15346,21998
"2907",3,43536,21998
"2908",3,36293,22500
"2909",3,48926,23491
"2910",3,21227,23672
"2911",3,35779,23747
"2912",3,35106,23990
"2913",3,12403,25492
"2914",3,35782,25900
"2915",3,34286,25900
"2916",3,26818,25999
"2917",3,16876,26300
"2918",3,44533,26448
"2919",3,34688,26983
"2920",3,19059,27800
"2921",3,46575,27875
"2922",3,39947,27900
"2923",3,34457,28486
"2924",3,34442,28785
"2925",3,12430,29448
"2926",3,40705,29900
"2927",3,28564,34900
"2928",3,24946,36700
"2929",3,12023,39900
"2930",3,105711,9998
"2931",3,58168,9998
"2932",3,26792,10198
"2933",3,23265,11495
"2934",3,25392,11598
"2935",3,38230,11895
"2936",3,19341,12390
"2937",3,53000,12495
"2938",3,25677,12590
"2939",3,29229,12598
"2940",3,55076,13795
"2941",3,23132,13998
"2942",3,37272,13998
"2943",3,41203,13998
"2944",3,33552,13998
"2945",3,32958,14598
"2946",3,25245,15598
"2947",3,29844,15598
"2948",3,28879,15998
"2949",3,23016,15998
"2950",3,30821,15998
"2951",3,36632,15998
"2952",3,6112,16795
"2953",3,31603,16998
"2954",3,38696,16998
"2955",3,21496,16998
"2956",3,35618,17995
"2957",3,33402,17998
"2958",3,26371,17998
"2959",3,17115,17998
"2960",3,29350,18598
"2961",3,30349,18995
"2962",3,32042,18995
"2963",3,58468,19795
"2964",3,31167,19995
"2965",3,31124,19998
"2966",3,45433,20998
"2967",3,47307,20998
"2968",3,20221,21395
"2969",3,27961,21998
"2970",3,25852,22895
"2971",3,37481,22998
"2972",3,25846,23695
"2973",3,42285,24895
"2974",3,49022,24998
"2975",3,29336,26795
"2976",3,40000,35998
"2977",2,43639,8488
"2978",2,45861,9996
"2979",2,38961,10795
"2980",2,36343,10996
"2981",2,22786,10998
"2982",2,33812,12900
"2983",2,15908,12991
"2984",2,16423,12991
"2985",2,18785,12997
"2986",2,43856,12998
"2987",2,48168,13490
"2988",2,45153,13998
"2989",2,27990,14998
"2990",2,11082,14998
"2991",2,16609,15886
"2992",2,19686,15900
"2993",2,30909,15990
"2994",2,27217,15998
"2995",2,29646,16344
"2996",2,27197,16998
"2997",2,41645,16998
"2998",2,32618,17242
"2999",2,30160,17299
"3000",2,8098,17890
"3002",2,18796,17995
"3003",2,5810,17998
"3004",2,42294,17998
"3005",2,25126,17998
"3006",2,6911,18500
"3007",2,20466,18639
"3008",2,41295,18790
"3009",2,23700,18892
"3010",2,7285,18900
"3011",2,15441,19900
"3012",2,15049,19990
"3013",2,25719,19998
"3014",2,16443,19998
"3015",2,8008,20900
"3016",2,28187,21490
"3017",2,6949,21996
"3018",2,26208,21998
"3019",2,26293,22498
"3020",2,14228,22990
"3021",2,22493,22998
"3022",2,12537,23862
"3023",2,26093,24900
"3024",2,27866,24990
"3025",2,27864,24998
"3026",2,27236,24998
"3027",2,17709,25298
"3028",2,24794,26300
"3029",2,34341,27990
"3030",2,19977,28800
"3031",2,17432,31998
"3032",2,26724,32998
"3033",2,4409,32998
"3034",2,8586,34498
"3035",2,6005,34498
"3036",2,28764,36488
"3037",2,24114,36900
"3038",2,19161,36900
"3039",2,10519,38500
"3040",2,13607,39900
"3041",2,8277,41900
"3042",2,5118,43900
"3043",2,7822,7995
"3044",2,25986,9485
"3045",2,45507,9496
"3046",2,22049,9900
"3047",2,42021,10300
"3048",2,40778,10300
"3049",2,39692,10600
"3050",2,29889,11000
"3051",2,46050,11299
"3052",2,36478,11949
"3053",2,11297,11997
"3054",2,44756,12200
"3055",2,5656,12388
"3056",2,15670,12399
"3057",2,29452,12699
"3058",2,7473,13400
"3059",2,32612,13470
"3060",2,4638,13495
"3061",2,13871,13495
"3062",2,33205,13500
"3063",2,39665,13500
"3064",2,17999,13900
"3065",2,35451,13900
"3066",2,30443,13900
"3067",2,35519,13900
"3068",2,32726,13900
"3069",2,36153,13900
"3070",2,26307,13990
"3071",2,22253,14991
"3072",2,27899,14994
"3073",2,16614,14995
"3074",2,19468,14995
"3075",2,22598,15400
"3076",2,41285,15496
"3077",2,8165,15600
"3078",2,25783,15900
"3079",2,25227,15900
"3080",2,48503,15922
"3081",2,12947,16200
"3082",2,21166,16800
"3083",2,43963,16900
"3084",2,24911,17490
"3085",2,9224,17495
"3086",2,40761,17500
"3087",2,18884,17900
"3088",2,38503,17900
"3089",2,8956,18200
"3090",2,32567,18497
"3091",2,16135,18900
"3092",2,36969,18900
"3093",2,26342,18990
"3094",2,16924,19311
"3095",2,19621,20900
"3096",2,15234,20990
"3097",2,43230,22538
"3098",2,10854,22900
"3099",2,21000,23300
"3100",2,7956,23900
"3101",2,20270,23988
"3102",2,35314,24499
"3103",2,17456,24800
"3104",2,14939,25900
"3105",2,25986,28500
"3106",2,22077,28500
"3107",2,33618,30901
"3108",2,17924,30981
"3109",2,24624,31900
"3110",2,14474,31997
"3111",2,7772,34600
"3112",2,25609,38900
"3113",2,20062,39900
"3114",2,10167,42900
"3115",2,12935,42900
"3116",2,8888,45900
"3117",2,6980,45900
"3118",2,8313,46500
"3119",2,16823,10995
"3120",2,38137,11290
"3121",2,19194,12995
"3122",2,33963,13995
"3123",2,25174,14495
"3124",2,40304,14598
"3125",2,44107,14695
"3126",2,34329,14995
"3127",2,21866,14998
"3128",2,29049,15598
"3129",2,24785,15998
"3130",2,38148,16598
"3131",2,50702,16995
"3132",2,3188,16999
"3133",2,5843,16999
"3134",2,3697,16999
"3135",2,4157,16999
"3136",2,3230,16999
"3137",2,4127,16999
"3138",2,6353,16999
"3139",2,4992,16999
"3140",2,3553,16999
"3141",2,4340,16999
"3142",2,5689,16999
"3143",2,21374,18295
"3144",2,26016,18695
"3145",2,33169,18695
"3146",2,34714,18995
"3147",2,32156,18998
"3148",2,10118,18998
"3149",2,23805,21998
"3150",2,23994,21998
"3151",2,13896,21998
"3152",2,25119,22998
"3153",2,34782,23998
"3154",2,36129,23998
"3155",2,18923,24695
"3156",2,22698,24998
"3157",2,14001,25995
"3158",2,33190,25998
"3159",2,38381,26998
"3160",2,12293,27995
"3161",2,28181,28995
"3162",2,28624,30998
"3163",2,24971,31998
"3164",2,11836,34995
"3165",2,9959,34995
"3166",2,22733,36998
"3167",2,12227,39995
"3168",2,12979,39995
"3267",17,148294,1595
"3268",17,97638,1795
"3269",17,181832,2492
"3270",16,177877,3995
"3271",15,140945,3995
"3272",15,115000,6000
"3273",14,202001,722
"3274",13,163268,2295
"3275",13,106438,5995
"3276",13,130282,5996
"3277",13,170736,3241
"3278",13,134476,3495
"3279",12,179500,2495
"3280",12,2e+05,3995
"3281",11,166617,4750
"3282",11,116008,7915
"3283",11,158013,5900
"3284",11,84890,6875
"3285",10,121744,5995
"3286",10,124773,6295
"3287",10,46285,13995
"3288",9,138422,5900
"3289",9,72260,8795
"3290",9,131251,5242
"3291",9,115216,6400
"3292",9,108049,7899
"3293",9,140198,9995
"3294",9,120554,5999
"3295",8,118172,10998
"3296",8,53982,7998
"3297",8,144098,6877
"3298",7,79998,8621
"3299",7,84613,8998
"3300",7,42038,9989
"3301",7,69810,9999
"3302",7,93149,12732
"3303",7,56338,6995
"3304",7,112632,7995
"3305",7,49530,8495
"3306",7,69238,9999
"3307",7,40183,11799
"3308",7,87500,11995
"3309",7,76841,13394
"3310",6,60000,8299
"3311",6,60121,8990
"3312",6,66202,10998
"3313",6,141409,11258
"3314",6,60470,13891
"3315",6,79421,14998
"3316",6,95090,15295
"3317",6,58712,5995
"3318",6,98007,7999
"3319",6,84101,8995
"3320",6,65018,9900
"3321",6,73207,9975
"3322",6,28800,10199
"3323",6,60674,11498
"3324",5,95203,8965
"3325",5,97853,9297
"3326",5,96661,9499
"3327",5,47190,10990
"3328",5,27526,14696
"3329",5,47621,17793
"3330",5,19642,19396
"3331",5,64622,5995
"3332",5,85056,6995
"3333",5,71145,7995
"3334",5,70439,8900
"3335",5,79860,9995
"3336",5,82030,12000
"3337",5,47178,17990
"3338",4,50914,8895
"3339",4,101830,10795
"3340",4,79347,11498
"3341",4,44795,11998
"3342",4,37797,12495
"3343",4,48517,13500
"3344",4,67553,13991
"3345",4,12362,13995
"3346",4,29318,13998
"3347",4,48067,14399
"3348",4,25722,14491
"3349",4,38563,15299
"3350",4,26214,15495
"3351",4,47210,15990
"3352",4,50290,15995
"3353",4,49286,15999
"3354",4,74319,16495
"3355",4,60128,17995
"3356",4,36095,19710
"3357",4,3380,20200
"3358",4,79491,20495
"3359",4,56775,21400
"3360",4,20123,21690
"3361",4,52353,21700
"3362",4,60490,7495
"3363",4,60008,10599
"3364",4,70937,11900
"3365",4,19057,11995
"3366",4,60127,12995
"3367",4,106942,13588
"3368",4,30143,13900
"3369",4,29096,15800
"3370",4,59176,17496
"3371",4,62463,17499
"3372",4,10355,17800
"3373",4,52343,17988
"3374",4,20907,21495
"3375",4,32141,12990
"3376",4,37748,12990
"3377",4,55243,18399
"3378",4,39123,19990
"3379",4,37487,19990
"3380",3,47431,12491
"3381",3,37396,12995
"3382",3,25620,13426
"3383",3,57814,13490
"3384",3,31690,13495
"3385",3,36082,13698
"3386",3,33377,13799
"3387",3,59325,13900
"3388",3,35991,13998
"3389",3,91106,13999
"3390",3,37357,14200
"3391",3,26539,14498
"3392",3,23360,14698
"3393",3,32509,14795
"3394",3,30877,14795
"3395",3,34098,15298
"3396",3,18130,15498
"3397",3,20589,15498
"3398",3,41956,15498
"3399",3,34645,15698
"3400",3,23978,15700
"3401",3,24985,15795
"3402",3,24707,15800
"3403",3,34261,15998
"3404",3,53971,16199
"3405",3,40792,16497
"3406",3,26755,16498
"3407",3,23097,16498
"3408",3,6283,16498
"3409",3,20700,16998
"3410",3,27972,16999
"3411",3,40462,17999
"3412",3,36502,18295
"3413",3,29051,18295
"3414",3,11416,18396
"3415",3,45302,18498
"3416",3,47671,18498
"3417",3,38318,19295
"3418",3,22502,19399
"3419",3,52162,19470
"3420",3,29355,19490
"3421",3,36019,19498
"3422",3,61410,19660
"3423",3,30542,19799
"3425",3,15170,19995
"3426",3,35765,20488
"3427",3,18522,20498
"3428",3,33226,20498
"3429",3,31085,20998
"3430",3,14008,21396
"3431",3,65935,21495
"3432",3,36481,21597
"3433",3,27329,21699
"3434",3,19113,21998
"3435",3,10976,21998
"3436",3,33874,21998
"3437",3,45870,22099
"3438",3,30133,22195
"3439",3,15702,23998
"3440",3,34107,24995
"3441",3,26920,25998
"3442",3,58821,5995
"3443",3,100804,12000
"3444",3,21552,13500
"3445",3,28630,14499
"3446",3,87619,14988
"3447",3,47010,14996
"3448",3,57971,15582
"3449",3,86053,15698
"3450",3,20773,15800
"3451",3,26431,16200
"3452",3,21270,16800
"3453",3,41275,16998
"3454",3,27613,16998
"3455",3,33135,17798
"3456",3,28195,17800
"3457",3,48346,17873
"3458",3,20137,17995
"3459",3,10553,18900
"3460",3,60785,18975
"3461",3,49334,19900
"3462",3,32897,12990
"3463",3,32263,13494
"3464",3,27109,13990
"3465",3,30274,14550
"3466",3,21162,14990
"3467",3,29619,14990
"3468",3,54175,15285
"3469",3,21748,15790
"3470",3,18851,15790
"3471",3,28368,15790
"3472",3,41565,17290
"3473",3,35007,17590
"3474",3,29734,18955
"3475",3,41833,20390
"3476",3,31061,21290
"3477",3,32378,21990
"3478",2,39675,13790
"3479",2,46348,13991
"3480",2,23619,13991
"3481",2,40025,14495
"3482",2,35054,14798
"3483",2,45283,14998
"3484",2,34491,15544
"3485",2,31286,15698
"3486",2,22050,15997
"3487",2,18818,15998
"3488",2,24666,15998
"3489",2,15983,16598
"3490",2,10314,16695
"3491",2,16188,17800
"3492",2,50326,18499
"3493",2,27562,18499
"3494",2,33209,18598
"3495",2,42450,18698
"3496",2,29356,18888
"3497",2,32340,18999
"3498",2,27661,19200
"3499",2,64368,19795
"3500",2,11722,19998
"3501",2,19130,20199
"3502",2,15577,20299
"3503",2,32768,20599
"3504",2,23706,20698
"3505",2,21450,21398
"3506",2,28428,21498
"3507",2,47198,21999
"3508",2,47927,22500
"3509",2,40710,22698
"3510",2,28809,22698
"3511",2,32627,23495
"3512",2,23726,23499
"3513",2,30651,23795
"3514",2,27729,23995
"3515",2,21059,23995
"3516",2,22500,24499
"3517",2,18363,26667
"3518",2,726,28999
"3519",2,15415,29499
"3520",2,17898,16300
"3521",2,22510,16991
"3522",2,52791,21500
"3523",2,20254,22900
"3524",2,33545,22990
"3525",2,3664,23498
"3526",2,33870,27448
"3527",2,44333,16990
"3528",2,50100,17450
"3529",2,27957,17510
"3530",2,90313,17899
"3531",2,24671,17985
"3532",2,36056,18750
"3533",2,42342,18990
"3534",2,54730,20955
"3535",2,20816,20975
"3536",2,40283,21990
"3537",2,20650,21990
"3538",2,32511,22990
"3539",2,27599,23250
"3609",15,142000,3000
"3610",15,191211,3999
"3611",15,102000,9999
"3612",14,229634,2995
"3613",13,165579,5996
"3614",13,191019,4395
"3615",13,134079,6795
"3616",13,128467,7788
"3617",12,178961,5987
"3618",11,113014,9997
"3619",11,200311,4998
"3620",11,159435,6995
"3621",11,83273,8998
"3622",11,50451,10990
"3623",10,106290,10570
"3624",10,101206,13987
"3625",10,112503,14995
"3626",10,171374,7988
"3627",10,130465,9991
"3628",10,36065,10999
"3629",10,148850,11950
"3630",10,139467,10998
"3631",10,112062,14590
"3632",9,100100,8995
"3633",9,111920,10491
"3634",9,130598,13493
"3635",9,99745,15299
"3636",9,97767,15555
"3637",9,93361,10987
"3638",9,127677,11491
"3639",9,92916,11900
"3640",9,114783,12499
"3641",9,117914,14777
"3642",9,59388,14988
"3643",9,94501,14988
"3644",9,103853,14999
"3645",8,205121,8600
"3646",8,152373,11663
"3647",8,74084,12288
"3648",8,101334,12492
"3649",8,84701,12888
"3650",8,99324,13488
"3651",8,105594,14995
"3652",8,93013,16305
"3653",8,65383,16345
"3654",8,81451,17897
"3655",8,107910,10985
"3656",8,89892,13991
"3657",8,132364,14699
"3658",8,60980,19875
"3659",7,95545,10000
"3660",7,84916,14987
"3661",7,73156,14998
"3662",7,58155,19988
"3663",7,91282,10488
"3664",7,99998,11950
"3665",7,75500,14250
"3666",7,66958,14995
"3667",7,90186,18990
"3668",7,93014,18991
"3669",7,42116,21991
"3670",6,87937,11988
"3671",6,65185,15688
"3672",6,71314,17991
"3673",6,98542,18991
"3674",6,91056,19300
"3675",6,73883,21861
"3676",6,86394,10995
"3677",6,52457,14991
"3678",6,74729,22190
"3679",5,93040,11992
"3680",5,85542,15488
"3681",5,108638,15590
"3682",5,90540,18490
"3683",5,92118,20998
"3684",5,95131,21900
"3685",5,42974,23000
"3686",5,58439,23999
"3687",5,56377,15987
"3688",5,72474,16891
"3689",5,37871,21295
"3690",5,90677,21991
"3691",5,41875,23977
"3692",4,34494,16998
"3693",4,26754,16999
"3694",4,29811,17700
"3695",4,15912,18700
"3696",4,59823,21787
"3697",4,31384,22989
"3698",4,33553,22989
"3699",4,54519,22998
"3700",4,38923,27991
"3701",4,43860,28473
"3702",4,38717,16900
"3703",4,55979,16991
"3704",4,31336,16992
"3705",4,40959,19190
"3706",4,38616,19488
"3707",4,62958,19900
"3708",4,30767,22395
"3709",4,76846,24992
"3710",4,27035,30995
"3711",4,55061,31000
"3712",4,33508,17690
"3713",3,17786,15862
"3714",3,35612,16488
"3715",3,13101,17988
"3716",3,32741,17998
"3717",3,27143,18400
"3718",3,22678,18589
"3719",3,30534,19989
"3720",3,14113,19992
"3721",3,29310,20993
"3722",3,17604,21393
"3723",3,37018,21492
"3724",3,24914,21500
"3725",3,15990,21989
"3726",3,25029,22492
"3727",3,75687,22995
"3728",3,51103,23500
"3729",3,30157,25388
"3730",3,29886,25689
"3731",3,26692,25989
"3732",3,32663,26489
"3733",3,16715,26800
"3734",3,15467,26989
"3735",3,36997,27589
"3736",3,31636,27689
"3737",3,30010,27889
"3738",3,22986,27989
"3739",3,55142,28798
"3740",3,39565,29998
"3741",3,43856,30249
"3742",3,35401,32488
"3743",3,31260,32888
"3744",3,18271,32899
"3745",3,33673,33288
"3746",3,30897,33689
"3747",3,30137,33689
"3748",3,35583,34289
"3749",3,51145,14991
"3750",3,27825,18975
"3751",3,19970,19500
"3752",3,18836,20498
"3753",3,26603,22800
"3754",3,58734,23942
"3755",3,40457,24000
"3756",3,33308,25193
"3757",3,37865,25766
"3758",3,31062,25991
"3759",3,45240,25995
"3760",3,32754,25998
"3761",3,12359,27991
"3762",3,73500,28491
"3763",3,42888,29893
"3764",3,28990,31477
"3765",3,48311,31991
"3766",3,29837,31991
"3767",3,38162,32588
"3768",3,35000,33495
"3769",3,35404,34991
"3770",3,46494,35995
"3771",3,35579,38695
"3772",2,6238,20490
"3773",2,50150,23994
"3774",2,29161,25490
"3775",2,21967,25994
"3776",2,52970,26691
"3777",2,12716,27885
"3778",2,28652,27985
"3779",2,8523,27988
"3780",2,8838,33889
"3781",2,34575,34990
"3782",2,24020,38494
"3783",2,16133,15250
"3784",2,14432,26495
"3785",2,34900,28991
"3786",2,28760,28991
"3787",2,22227,29308
"3788",2,24486,29999
"3789",2,15735,30836
"3790",2,60615,31495
"3791",2,31827,37695
"3792",2,18961,37995
"3793",2,23254,25998
"3801",17,155056,2500
"3802",17,144979,6950
"3803",17,269365,1195
"3804",17,190702,1299
"3805",16,65389,6999
"3806",15,251299,2392
"3807",14,115802,3000
"3808",14,130300,3200
"3809",14,124522,4985
"3810",14,165819,1595
"3811",13,161904,3490
"3812",13,148494,3495
"3813",13,182237,4455
"3814",12,124212,2495
"3815",12,155078,4588
"3816",12,166000,4995
"3817",12,62208,5688
"3818",12,148348,5900
"3819",12,70331,7495
"3820",11,190811,1995
"3821",11,171431,4250
"3822",11,141330,4534
"3823",11,114214,5499
"3824",11,123541,5798
"3825",11,145737,5995
"3826",11,122652,6498
"3827",11,179604,3690
"3828",11,144600,4985
"3829",11,130000,4999
"3830",11,134888,5844
"3831",11,122660,5990
"3832",11,174944,5997
"3833",11,109501,8990
"3834",10,129081,3499
"3835",10,137088,4116
"3836",10,169563,4200
"3837",10,151471,4990
"3838",10,171645,3988
"3839",10,101689,4999
"3840",10,144811,5800
"3841",10,78862,6000
"3842",10,60553,8995
"3843",10,55786,14998
"3844",9,125784,6000
"3845",9,108278,6286
"3846",9,104012,9799
"3847",9,51960,11998
"3848",9,143105,3999
"3849",9,123045,4977
"3850",9,143127,5499
"3851",9,54445,6495
"3852",9,142363,6988
"3853",9,100668,7900
"3854",9,82080,8999
"3855",9,135790,7495
"3856",9,144052,3999
"3857",8,102146,7498
"3858",8,198748,4999
"3859",8,103531,6888
"3860",8,69350,6999
"3861",8,86181,8498
"3862",7,133933,5810
"3863",7,117328,6999
"3864",16,203382,2495
"3865",15,98999,4975
"3866",15,172063,2495
"3867",14,103301,5875
"3868",14,174841,2400
"3869",14,136000,3995
"3870",14,150693,4995
"3871",14,100911,5800
"3872",14,187700,6900
"3873",13,173240,3988
"3874",13,76539,7475
"3875",13,97991,5895
"3876",12,118714,5966
"3877",12,159121,6995
"3878",11,85111,7492
"3879",11,116000,3995
"3880",11,89651,4995
"3881",10,135166,5688
"3882",10,115131,6991
"3883",10,104585,6995
"3884",10,132518,7625
"3885",10,108065,8795
"3886",10,123544,8799
"3887",10,79844,9875
"3888",10,93292,6699
"3889",9,79676,7980
"3890",9,57078,8475
"3891",9,76676,12635
"3892",9,132150,4999
"3893",9,93000,6995
"3894",9,88054,8992
"3895",8,98137,6999
"3896",8,105583,8399
"3897",8,105997,8478
"3898",8,100968,8499
"3899",8,74115,8500
"3900",8,85950,10975
"3901",8,39653,18975
"3902",8,105639,6977
"3903",8,106430,7495
"3904",8,108251,9477
"3905",8,99831,9999
"3906",8,96378,10992
"3907",8,50049,12477
"3908",7,127864,6996
"3909",7,105447,7997
"3910",7,108790,8350
"3911",7,98453,9499
"3912",7,68698,11988
"3913",7,70141,7995
"3914",7,59359,10299
"3915",7,82285,10977
"3916",7,60355,11799
"3917",7,111000,15250
"3918",7,73520,15900
"3919",7,68672,8880
"3920",7,75408,8995
"3921",6,63434,9875
"3922",6,78488,9995
"3923",6,78463,9999
"3924",6,69032,11999
"3925",6,59857,14875
"3926",6,90151,17875
"3927",6,87375,19999
"3928",6,58774,21875
"3929",6,109370,6990
"3930",6,96785,7900
"3931",6,77649,8988
"3932",6,94361,8995
"3933",6,63391,15699
"3934",5,98128,9957
"3935",5,95400,10490
"3936",5,75000,10500
"3937",5,80310,10875
"3938",5,62888,10975
"3939",5,46921,11451
"3940",5,130233,11705
"3941",5,71928,11875
"3942",5,68682,11990
"3943",5,57702,13255
"3944",5,30395,13475
"3945",5,80533,13588
"3946",5,81688,13875
"3947",5,75420,13986
"3948",5,57000,14975
"3949",5,43996,14998
"3950",5,56565,15996
"3951",5,26163,16995
"3952",5,12341,17675
"3953",5,23308,17875
